trade_date,open,high,low,close,volume
2016-09-22,7122.35,7143.71,7077.38,7098.68,1000000
2016-09-23,7098.68,7124.44,7077.38,7103.13,1010000
2016-09-26,7103.13,7124.44,7072.10,7093.38,1020000
2016-09-27,7093.38,7114.66,7048.27,7069.47,1030000
2016-09-28,7069.47,7094.82,7048.27,7073.59,1040000
2016-09-29,7073.59,7094.82,7042.41,7063.60,1050000
2016-09-30,7063.60,7084.79,7018.40,7039.52,1060000
2016-10-03,7039.52,7064.50,7018.40,7043.37,1070000
2016-10-04,7043.37,7064.50,7012.07,7033.17,1080000
2016-10-05,7033.17,7054.27,6987.94,7008.97,1090000
2016-10-06,7008.97,7033.62,6987.94,7012.58,1100000
2016-10-07,7012.58,7033.62,6981.22,7002.23,1110000
2016-10-10,7002.23,7040.66,6981.22,7019.60,1120000
2016-10-11,7019.60,7044.10,6998.54,7023.03,1130000
2016-10-12,7023.03,7044.10,6991.43,7012.47,1140000
2016-10-13,7012.47,7050.77,6991.43,7029.69,1150000
2016-10-14,7029.69,7054.04,7008.60,7032.94,1160000
2016-10-17,7032.94,7054.04,7001.12,7022.19,1170000
2016-10-18,7022.19,7060.36,7001.12,7039.24,1180000
2016-10-19,7039.24,7063.44,7018.12,7042.31,1190000
2016-10-20,7042.31,7063.44,7010.26,7031.35,1200000
2016-10-21,7031.35,7069.38,7010.26,7048.23,1210000
2016-10-24,7048.23,7072.25,7027.09,7051.10,1220000
2016-10-25,7051.10,7072.25,7018.79,7039.91,1230000
2016-10-26,7039.91,7077.75,7018.79,7056.58,1240000
2016-10-27,7056.58,7080.39,7035.41,7059.21,1250000
2016-10-28,7059.21,7080.39,7026.60,7047.75,1260000
2016-10-31,7047.75,7085.35,7026.60,7064.16,1270000
2016-11-01,7064.16,7087.70,7042.97,7066.50,1280000
2016-11-02,7066.50,7118.05,7045.30,7096.76,1290000
2016-11-03,7096.76,7118.05,6990.56,7011.60,1300000
2016-11-04,7011.60,7032.63,6892.70,6913.44,1310000
2016-11-07,6913.44,6934.18,6782.41,6802.82,1320000
2016-11-08,6802.82,6823.23,6701.02,6721.19,1330000
2016-11-09,6721.19,6741.35,6607.21,6627.09,1340000
2016-11-10,6627.09,6674.64,6607.21,6654.68,1350000
2016-11-11,6654.68,6689.02,6634.71,6669.01,1360000
2016-11-14,6669.01,6689.99,6649.01,6669.98,1370000
2016-11-15,6669.98,6717.31,6649.97,6697.21,1380000
2016-11-16,6697.21,6731.21,6677.12,6711.08,1390000
2016-11-17,6711.08,6731.58,6690.95,6711.45,1400000
2016-11-18,6711.45,6758.44,6691.32,6738.22,1410000
2016-11-21,6738.22,6771.75,6718.01,6751.50,1420000
2016-11-22,6751.50,6771.75,6730.90,6751.16,1430000
2016-11-23,6751.16,6797.67,6730.90,6777.33,1440000
2016-11-24,6777.33,6810.26,6757.00,6789.89,1450000
2016-11-25,6789.89,6849.60,6769.52,6829.11,1460000
2016-11-28,6829.11,6875.26,6808.62,6854.70,1470000
2016-11-29,6854.70,6887.06,6834.13,6866.46,1480000
2016-11-30,6866.46,6925.85,6845.86,6905.14,1490000
2016-12-01,6905.14,6950.77,6884.42,6929.98,1000000
2016-12-02,6929.98,6961.60,6909.19,6940.78,1010000
2016-12-05,6940.78,6999.67,6919.96,6978.73,1020000
2016-12-06,6978.73,7023.65,6957.80,7002.64,1030000
2016-12-07,7002.64,7033.34,6981.63,7012.30,1040000
2016-12-08,7012.30,7070.49,6991.27,7049.34,1050000
2016-12-09,7049.34,7093.34,7028.20,7072.12,1060000
2016-12-12,7072.12,7101.70,7050.91,7080.46,1070000
2016-12-13,7080.46,7137.72,7059.22,7116.37,1080000
2016-12-14,7116.37,7159.24,7095.02,7137.82,1090000
2016-12-15,7137.82,7166.06,7116.41,7144.62,1100000
2016-12-16,7144.62,7200.73,7123.19,7179.20,1110000
2016-12-19,7179.20,7220.70,7157.66,7199.10,1120000
2016-12-20,7199.10,7268.73,7177.50,7246.99,1130000
2016-12-21,7246.99,7302.02,7225.25,7280.18,1140000
2016-12-22,7280.18,7320.32,7258.34,7298.42,1150000
2016-12-23,7298.42,7367.00,7276.53,7344.96,1160000
2016-12-26,7344.96,7398.65,7322.93,7376.52,1170000
2016-12-27,7376.52,7415.02,7354.39,7392.84,1180000
2016-12-28,7392.84,7460.07,7370.66,7437.76,1190000
2016-12-29,7437.76,7489.81,7415.44,7467.41,1200000
2016-12-30,7467.41,7503.99,7445.00,7481.55,1210000
2017-01-02,7481.55,7547.13,7459.10,7524.55,1220000
2017-01-03,7524.55,7574.67,7501.98,7552.02,1230000
2017-01-04,7552.02,7586.40,7529.36,7563.71,1240000
2017-01-05,7563.71,7627.33,7541.02,7604.52,1250000
2017-01-06,7604.52,7652.41,7581.70,7629.52,1260000
2017-01-09,7629.52,7661.42,7606.63,7638.50,1270000
2017-01-10,7638.50,7699.84,7615.58,7676.80,1280000
2017-01-11,7676.80,7722.16,7653.77,7699.06,1290000
2017-01-12,7699.06,7774.13,7675.96,7750.87,1300000
2017-01-13,7750.87,7809.95,7727.62,7786.59,1310000
2017-01-16,7786.59,7829.36,7763.24,7805.94,1320000
2017-01-17,7805.94,7878.74,7782.52,7855.17,1330000
2017-01-18,7855.17,7911.64,7831.60,7887.98,1340000
2017-01-19,7887.98,7927.82,7864.32,7904.10,1350000
2017-01-20,7904.10,7974.26,7880.39,7950.41,1360000
2017-01-23,7950.41,8003.93,7926.56,7979.99,1370000
2017-01-24,7979.99,8016.56,7956.05,7992.59,1380000
2017-01-25,7992.59,8059.73,7968.61,8035.63,1390000
2017-01-26,8035.63,8085.84,8011.52,8061.65,1400000
2017-01-27,8061.65,8094.65,8037.47,8070.44,1410000
2017-01-30,8070.44,8134.22,8046.23,8109.89,1420000
2017-01-31,8109.89,8156.45,8085.56,8132.06,1430000
2017-02-01,8132.06,8161.16,8107.66,8136.75,1440000
2017-02-02,8136.75,8196.81,8112.34,8172.29,1450000
2017-02-03,8172.29,8214.90,8147.78,8190.33,1460000
2017-02-06,8190.33,8264.12,8165.75,8239.41,1470000
2017-02-07,8239.41,8295.74,8214.69,8270.93,1480000
2017-02-08,8270.93,8309.50,8246.12,8284.64,1490000
2017-02-09,8284.64,8354.67,8259.79,8329.68,1000000
2017-02-10,8329.68,8381.94,8304.70,8356.87,1010000
2017-02-13,8356.87,8391.07,8331.80,8365.97,1020000
2017-02-14,8365.97,8431.86,8340.87,8406.64,1030000
2017-02-15,8406.64,8454.48,8381.42,8429.19,1040000
2017-02-16,8429.19,8458.71,8403.90,8433.41,1050000
2017-02-17,8433.41,8494.82,8408.11,8469.41,1060000
2017-02-20,8469.41,8512.51,8444.00,8487.05,1070000
2017-02-21,8487.05,8512.51,8460.71,8486.17,1080000
2017-02-22,8486.17,8542.77,8460.71,8517.22,1090000
2017-02-23,8517.22,8555.31,8491.67,8529.72,1100000
2017-02-24,8529.72,8555.31,8497.98,8523.55,1110000
2017-02-27,8523.55,8575.05,8497.98,8549.40,1120000
2017-02-28,8549.40,8582.24,8523.75,8556.57,1130000
2017-03-01,8556.57,8621.66,8530.90,8595.87,1140000
2017-03-02,8595.87,8642.31,8570.08,8616.46,1150000
2017-03-03,8616.46,8644.01,8590.61,8618.16,1160000
2017-03-06,8618.16,8678.13,8592.30,8652.17,1170000
2017-03-07,8652.17,8693.29,8626.22,8667.28,1180000
2017-03-08,8667.28,8693.29,8637.35,8663.34,1190000
2017-03-09,8663.34,8717.93,8637.35,8691.86,1200000
2017-03-10,8691.86,8727.42,8665.78,8701.32,1210000
2017-03-13,8701.32,8727.42,8665.53,8691.60,1220000
2017-03-14,8691.60,8740.59,8665.53,8714.45,1230000
2017-03-15,8714.45,8744.29,8688.31,8718.14,1240000
2017-03-16,8718.14,8744.29,8676.48,8702.59,1250000
2017-03-17,8702.59,8745.80,8676.48,8719.64,1260000
2017-03-20,8719.64,8745.80,8691.33,8717.48,1270000
2017-03-21,8717.48,8743.64,8669.99,8696.08,1280000
2017-03-22,8696.08,8733.40,8669.99,8707.28,1290000
2017-03-23,8707.28,8733.40,8673.16,8699.26,1300000
2017-03-24,8699.26,8749.97,8673.16,8723.80,1310000
2017-03-27,8723.80,8755.33,8697.63,8729.14,1320000
2017-03-28,8729.14,8755.33,8689.08,8715.22,1330000
2017-03-29,8715.22,8760.13,8689.08,8733.93,1340000
2017-03-30,8733.93,8760.13,8707.20,8733.40,1350000
2017-03-31,8733.40,8759.60,8687.45,8713.60,1360000
2017-04-03,8713.60,8752.63,8687.45,8726.45,1370000
2017-04-04,8726.45,8752.63,8693.90,8720.06,1380000
2017-04-05,8720.06,8746.22,8668.36,8694.45,1390000
2017-04-06,8694.45,8727.57,8668.36,8701.46,1400000
2017-04-07,8701.46,8727.57,8663.23,8689.30,1410000
2017-04-10,8689.30,8715.37,8632.03,8658.01,1420000
2017-04-11,8658.01,8685.24,8632.03,8659.26,1430000
2017-04-12,8659.26,8685.24,8615.53,8641.45,1440000
2017-04-13,8641.45,8667.38,8578.84,8604.66,1450000
2017-04-14,8604.66,8630.47,8574.48,8600.28,1460000
2017-04-17,8600.28,8626.09,8551.27,8577.00,1470000
2017-04-18,8577.00,8611.72,8551.27,8585.97,1480000
2017-04-19,8585.97,8611.72,8550.35,8576.08,1490000
2017-04-20,8576.08,8601.81,8521.74,8547.38,1000000
2017-04-21,8547.38,8576.53,8521.74,8550.88,1010000
2017-04-24,8550.88,8576.53,8510.03,8535.64,1020000
2017-04-25,8535.64,8561.24,8476.22,8501.72,1030000
2017-04-26,8501.72,8527.23,8474.42,8499.92,1040000
2017-04-27,8499.92,8525.42,8454.08,8479.52,1050000
2017-04-28,8479.52,8504.96,8415.32,8440.64,1060000
2017-05-01,8440.64,8465.96,8408.43,8433.73,1070000
2017-05-02,8433.73,8459.03,8383.19,8408.42,1080000
2017-05-03,8408.42,8433.64,8339.76,8364.86,1090000
2017-05-04,8364.86,8389.95,8328.01,8353.07,1100000
2017-05-05,8353.07,8378.13,8298.16,8323.13,1110000
2017-05-08,8323.13,8348.09,8250.37,8275.20,1120000
2017-05-09,8275.20,8300.02,8234.03,8258.81,1130000
2017-05-10,8258.81,8283.58,8199.86,8224.54,1140000
2017-05-11,8224.54,8249.21,8196.85,8221.52,1150000
2017-05-12,8221.52,8246.18,8176.10,8200.70,1160000
2017-05-15,8200.70,8225.30,8137.72,8162.20,1170000
2017-05-16,8162.20,8186.69,8130.36,8154.82,1180000
2017-05-17,8154.82,8179.29,8105.46,8129.85,1190000
2017-05-18,8129.85,8154.24,8063.17,8087.44,1200000
2017-05-19,8087.44,8111.70,8051.72,8075.95,1210000
2017-05-22,8075.95,8100.18,8022.98,8047.12,1220000
2017-05-23,8047.12,8071.26,7977.11,8001.11,1230000
2017-05-24,8001.11,8025.11,7961.85,7985.81,1240000
2017-05-25,7985.81,8009.77,7929.57,7953.43,1250000
2017-05-26,7953.43,7977.29,7880.46,7904.17,1260000
2017-05-29,7904.17,7927.88,7861.70,7885.36,1270000
2017-05-30,7885.36,7909.01,7826.21,7849.76,1280000
2017-05-31,7849.76,7873.31,7774.20,7797.59,1290000
2017-06-01,7797.59,7820.98,7752.25,7775.57,1300000
2017-06-02,7775.57,7798.90,7713.88,7737.09,1310000
2017-06-05,7737.09,7760.30,7705.22,7728.41,1320000
2017-06-06,7728.41,7751.59,7680.24,7703.35,1330000
2017-06-07,7703.35,7726.46,7639.08,7662.07,1340000
2017-06-08,7662.07,7685.06,7627.45,7650.40,1350000
2017-06-09,7650.40,7673.35,7599.73,7622.60,1360000
2017-06-12,7622.60,7645.47,7556.09,7578.83,1370000
2017-06-13,7578.83,7601.57,7541.76,7564.45,1380000
2017-06-14,7564.45,7587.14,7511.59,7534.19,1390000
2017-06-15,7534.19,7556.80,7465.77,7488.24,1400000
2017-06-16,7488.24,7510.70,7449.01,7471.42,1410000
2017-06-19,7471.42,7493.84,7416.68,7439.00,1420000
2017-06-20,7439.00,7461.32,7368.99,7391.17,1430000
2017-06-21,7391.17,7413.34,7350.07,7372.19,1440000
2017-06-22,7372.19,7394.30,7315.87,7337.88,1450000
2017-06-23,7337.88,7359.90,7266.60,7288.46,1460000
2017-06-26,7288.46,7310.33,7245.79,7267.59,1470000
2017-06-27,7267.59,7289.39,7209.99,7231.69,1480000
2017-06-28,7231.69,7253.38,7202.32,7223.99,1490000
2017-06-29,7223.99,7245.67,7179.75,7201.35,1000000
2017-06-30,7201.35,7222.96,7142.40,7163.89,1010000
2017-07-03,7163.89,7185.38,7132.99,7154.45,1020000
2017-07-04,7154.45,7175.92,7108.88,7130.27,1030000
2017-07-05,7130.27,7151.66,7070.22,7091.49,1040000
2017-07-06,7091.49,7112.77,7059.29,7080.53,1050000
2017-07-07,7080.53,7101.77,7033.87,7055.04,1060000
2017-07-10,7055.04,7076.20,6994.12,7015.17,1070000
2017-07-11,7015.17,7036.21,6981.88,7002.89,1080000
2017-07-12,7002.89,7023.89,6955.37,6976.29,1090000
2017-07-13,6976.29,6997.22,6871.90,6892.58,1100000
2017-07-14,6892.58,6913.26,6775.69,6796.08,1110000
2017-07-17,6796.08,6816.47,6667.28,6687.35,1120000
2017-07-18,6687.35,6707.41,6587.28,6607.10,1130000
2017-07-19,6607.10,6626.92,6495.05,6514.60,1140000
2017-07-20,6514.60,6534.14,6468.27,6487.73,1150000
2017-07-21,6487.73,6507.19,6466.95,6486.41,1160000
2017-07-24,6486.41,6505.87,6452.52,6471.93,1170000
2017-07-25,6471.93,6491.35,6425.05,6444.38,1180000
2017-07-26,6444.38,6463.72,6422.93,6442.26,1190000
2017-07-27,6442.26,6461.58,6407.83,6427.11,1200000
2017-07-28,6427.11,6446.39,6379.82,6399.02,1210000
2017-07-31,6399.02,6418.21,6377.02,6396.21,1220000
2017-08-01,6396.21,6415.40,6361.38,6380.52,1230000
2017-08-02,6380.52,6399.66,6332.96,6352.01,1240000
2017-08-03,6352.01,6371.07,6329.61,6348.65,1250000
2017-08-04,6348.65,6367.70,6313.53,6332.53,1260000
2017-08-07,6332.53,6351.53,6284.81,6303.72,1270000
2017-08-08,6303.72,6322.64,6281.01,6299.91,1280000
2017-08-09,6299.91,6318.81,6264.61,6283.46,1290000
2017-08-10,6283.46,6302.31,6235.69,6254.45,1300000
2017-08-11,6254.45,6273.22,6231.52,6250.27,1310000
2017-08-14,6250.27,6269.02,6214.88,6233.58,1320000
2017-08-15,6233.58,6260.28,6214.88,6241.55,1330000
2017-08-16,6241.55,6260.28,6218.34,6237.05,1340000
2017-08-17,6237.05,6255.76,6201.43,6220.09,1350000
2017-08-18,6220.09,6246.45,6201.43,6227.77,1360000
2017-08-21,6227.77,6246.45,6204.35,6223.01,1370000
2017-08-22,6223.01,6241.68,6187.23,6205.85,1380000
2017-08-23,6205.85,6231.91,6187.23,6213.27,1390000
2017-08-24,6213.27,6231.91,6189.68,6208.31,1400000
2017-08-25,6208.31,6226.93,6172.40,6190.98,1410000
2017-08-28,6190.98,6216.78,6172.40,6198.19,1420000
2017-08-29,6198.19,6216.78,6174.47,6193.05,1430000
2017-08-30,6193.05,6211.63,6157.06,6175.59,1440000
2017-08-31,6175.59,6201.16,6157.06,6182.61,1450000
2017-09-01,6182.61,6201.16,6158.79,6177.32,1460000
2017-09-04,6177.32,6195.85,6141.26,6159.74,1470000
2017-09-05,6159.74,6185.08,6141.26,6166.58,1480000
2017-09-06,6166.58,6185.08,6142.67,6161.15,1490000
2017-09-07,6161.15,6198.65,6142.67,6180.11,1000000
2017-09-08,6180.11,6205.37,6161.57,6186.81,1010000
2017-09-11,6186.81,6205.37,6162.66,6181.20,1020000
2017-09-12,6181.20,6218.65,6162.66,6200.05,1030000
2017-09-13,6200.05,6225.22,6181.45,6206.60,1040000
2017-09-14,6206.60,6225.22,6182.17,6200.78,1050000
2017-09-15,6200.78,6238.15,6182.17,6219.49,1060000
2017-09-18,6219.49,6244.53,6200.83,6225.85,1070000
2017-09-19,6225.85,6244.53,6201.13,6219.79,1080000
2017-09-20,6219.79,6257.04,6201.13,6238.33,1090000
2017-09-21,6238.33,6263.19,6219.61,6244.46,1100000
2017-09-22,6244.46,6263.19,6219.40,6238.11,1110000
2017-09-25,6238.11,6275.19,6219.40,6256.42,1120000
2017-09-26,6256.42,6281.05,6237.65,6262.26,1130000
2017-09-27,6262.26,6281.05,6236.80,6255.57,1140000
2017-09-28,6255.57,6292.40,6236.80,6273.58,1150000
2017-09-29,6273.58,6297.90,6254.76,6279.06,1160000
2017-10-02,6279.06,6328.24,6260.22,6309.31,1170000
2017-10-03,6309.31,6346.03,6290.38,6327.05,1180000
2017-10-04,6327.05,6351.11,6308.06,6332.12,1190000
2017-10-05,6332.12,6381.23,6313.12,6362.14,1200000
2017-10-06,6362.14,6398.64,6343.05,6379.50,1210000
2017-10-09,6379.50,6403.22,6360.36,6384.06,1220000
2017-10-10,6384.06,6432.98,6364.91,6413.74,1230000
2017-10-11,6413.74,6449.91,6394.50,6430.62,1240000
2017-10-12,6430.62,6453.86,6411.33,6434.56,1250000
2017-10-13,6434.56,6483.16,6415.25,6463.77,1260000
2017-10-16,6463.77,6499.48,6444.38,6480.04,1270000
2017-10-17,6480.04,6502.67,6460.60,6483.22,1280000
2017-10-18,6483.22,6531.37,6463.78,6511.84,1290000
2017-10-19,6511.84,6546.94,6492.30,6527.36,1300000
2017-10-20,6527.36,6549.24,6507.78,6529.65,1310000
2017-10-23,6529.65,6577.18,6510.06,6557.51,1320000
2017-10-24,6557.51,6591.85,6537.84,6572.13,1330000
2017-10-25,6572.13,6632.32,6552.41,6612.49,1340000
2017-10-26,6612.49,6659.51,6592.65,6639.59,1350000
2017-10-27,6639.59,6673.19,6619.67,6653.23,1360000
2017-10-30,6653.23,6712.94,6633.27,6692.86,1370000
2017-10-31,6692.86,6739.18,6672.79,6719.02,1380000
2017-11-01,6719.02,6751.69,6698.86,6731.49,1390000
2017-11-02,6731.49,6790.52,6711.30,6770.21,1400000
2017-11-03,6770.21,6815.61,6749.90,6795.23,1410000
2017-11-06,6795.23,6826.75,6774.84,6806.33,1420000
2017-11-07,6806.33,6864.45,6785.91,6843.92,1430000
2017-11-08,6843.92,6888.18,6823.39,6867.57,1440000
2017-11-09,6867.57,6897.74,6846.97,6877.11,1450000
2017-11-10,6877.11,6934.07,6856.48,6913.33,1460000
2017-11-13,6913.33,6956.22,6892.59,6935.41,1470000
2017-11-14,6935.41,6963.99,6914.61,6943.16,1480000
2017-11-15,6943.16,6998.72,6922.33,6977.79,1490000
2017-11-16,6977.79,7019.05,6956.85,6998.06,1000000
2017-11-17,6998.06,7066.57,6977.06,7045.43,1010000
2017-11-20,7045.43,7099.65,7024.30,7078.42,1020000
2017-11-21,7078.42,7118.04,7057.18,7096.75,1030000
2017-11-22,7096.75,7163.93,7075.46,7142.50,1040000
2017-11-23,7142.50,7195.09,7121.07,7173.57,1050000
2017-11-24,7173.57,7211.28,7152.05,7189.71,1060000
2017-11-27,7189.71,7255.24,7168.14,7233.54,1070000
2017-11-28,7233.54,7284.20,7211.84,7262.41,1080000
2017-11-29,7262.41,7297.91,7240.63,7276.09,1090000
2017-11-30,7276.09,7339.67,7254.26,7317.71,1100000
2017-12-01,7317.71,7366.14,7295.76,7344.11,1110000
2017-12-04,7344.11,7377.11,7322.07,7355.05,1120000
2017-12-05,7355.05,7416.35,7332.98,7394.17,1130000
2017-12-06,7394.17,7440.06,7371.99,7417.80,1140000
2017-12-07,7417.80,7448.02,7395.55,7425.74,1150000
2017-12-08,7425.74,7484.45,7403.46,7462.07,1160000
2017-12-11,7462.07,7505.11,7439.68,7482.66,1170000
2017-12-12,7482.66,7554.46,7460.21,7531.87,1180000
2017-12-13,7531.87,7587.99,7509.27,7565.30,1190000
2017-12-14,7565.30,7605.44,7542.60,7582.69,1200000
2017-12-15,7582.69,7651.88,7559.94,7628.99,1210000
2017-12-18,7628.99,7682.19,7606.11,7659.21,1220000
2017-12-19,7659.21,7696.12,7636.24,7673.10,1230000
2017-12-20,7673.10,7739.32,7650.08,7716.17,1240000
2017-12-21,7716.17,7766.10,7693.02,7742.87,1250000
2017-12-22,7742.87,7776.23,7719.64,7752.97,1260000
2017-12-25,7752.97,7815.86,7729.71,7792.49,1270000
2017-12-26,7792.49,7838.81,7769.11,7815.37,1280000
2017-12-27,7815.37,7844.88,7791.92,7821.41,1290000
2017-12-28,7821.41,7880.63,7797.95,7857.06,1300000
2017-12-29,7857.06,7899.47,7833.49,7875.85,1310000
2018-01-01,7875.85,7901.22,7852.22,7877.59,1320000
2018-01-02,7877.59,7932.82,7853.95,7909.09,1330000
2018-01-03,7909.09,7947.29,7885.36,7923.52,1340000
2018-01-04,7923.52,7991.79,7899.75,7967.88,1350000
2018-01-05,7967.88,8019.12,7943.98,7995.14,1360000
2018-01-08,7995.14,8029.07,7971.15,8005.05,1370000
2018-01-09,8005.05,8069.28,7981.04,8045.14,1380000
2018-01-10,8045.14,8092.07,8021.01,8067.86,1390000
2018-01-11,8067.86,8097.23,8043.66,8073.01,1400000
2018-01-12,8073.01,8132.86,8048.79,8108.54,1410000
2018-01-15,8108.54,8150.85,8084.21,8126.47,1420000
2018-01-16,8126.47,8151.01,8102.09,8126.63,1430000
2018-01-17,8126.63,8181.81,8102.25,8157.33,1440000
2018-01-18,8157.33,8194.77,8132.86,8170.26,1450000
2018-01-19,8170.26,8194.77,8140.76,8165.26,1460000
2018-01-22,8165.26,8215.49,8140.76,8190.92,1470000
2018-01-23,8190.92,8223.25,8166.34,8198.65,1480000
2018-01-24,8198.65,8223.25,8163.79,8188.36,1490000
2018-01-25,8188.36,8233.41,8163.79,8208.79,1000000
2018-01-26,8208.79,8235.83,8184.16,8211.20,1010000
2018-01-29,8211.20,8269.11,8186.56,8244.38,1020000
2018-01-30,8244.38,8284.31,8219.64,8259.53,1030000
2018-01-31,8259.53,8284.31,8231.74,8256.50,1040000
2018-02-01,8256.50,8309.26,8231.74,8284.40,1050000
2018-02-02,8284.40,8319.01,8259.55,8294.13,1060000
2018-02-05,8294.13,8319.01,8260.70,8285.56,1070000
2018-02-06,8285.56,8332.95,8260.70,8308.02,1080000
2018-02-07,8308.02,8337.14,8283.10,8312.21,1090000
2018-02-08,8312.21,8337.14,8273.15,8298.05,1100000
2018-02-09,8298.05,8339.91,8273.15,8314.96,1110000
2018-02-12,8314.96,8339.91,8288.62,8313.56,1120000
2018-02-13,8313.56,8338.50,8268.91,8293.79,1130000
2018-02-14,8293.79,8330.03,8268.91,8305.11,1140000
2018-02-15,8305.11,8330.03,8273.21,8298.11,1150000
2018-02-16,8298.11,8323.00,8247.97,8272.78,1160000
2018-02-19,8272.78,8303.33,8247.97,8278.50,1170000
2018-02-20,8278.50,8303.33,8241.14,8265.94,1180000
2018-02-21,8265.94,8309.20,8241.14,8284.34,1190000
2018-02-22,8284.34,8309.36,8259.49,8284.50,1200000
2018-02-23,8284.50,8309.36,8241.58,8266.38,1210000
2018-02-26,8266.38,8304.09,8241.58,8279.26,1220000
2018-02-27,8279.26,8304.09,8249.07,8273.89,1230000
2018-02-28,8273.89,8298.72,8225.55,8250.30,1240000
2018-03-01,8250.30,8282.45,8225.55,8257.68,1250000
2018-03-02,8257.68,8282.45,8222.13,8246.87,1260000
2018-03-05,8246.87,8271.61,8193.27,8217.93,1270000
2018-03-06,8217.93,8244.56,8193.27,8219.90,1280000
2018-03-07,8219.90,8244.56,8179.17,8203.79,1290000
2018-03-08,8203.79,8228.40,8145.16,8169.67,1300000
2018-03-09,8169.67,8194.18,8141.86,8166.36,1310000
2018-03-12,8166.36,8190.86,8120.68,8145.11,1320000
2018-03-13,8145.11,8169.55,8081.73,8106.05,1330000
2018-03-14,8106.05,8130.37,8073.34,8097.63,1340000
2018-03-15,8097.63,8121.93,8047.26,8071.48,1350000
2018-03-16,8071.48,8099.98,8047.26,8075.76,1360000
2018-03-19,8075.76,8099.98,8038.18,8062.36,1370000
2018-03-20,8062.36,8086.55,8007.27,8031.37,1380000
2018-03-21,8031.37,8055.46,8006.64,8030.73,1390000
2018-03-22,8030.73,8054.82,7910.56,7934.36,1400000
2018-03-23,7934.36,7958.17,7799.81,7823.28,1410000
2018-03-26,7823.28,7846.75,7675.02,7698.11,1420000
2018-03-27,7698.11,7721.20,7582.92,7605.73,1430000
2018-03-28,7605.73,7628.55,7476.75,7499.25,1440000
2018-03-29,7499.25,7521.75,7467.44,7489.91,1450000
2018-03-30,7489.91,7512.38,7441.92,7464.31,1460000
2018-04-02,7464.31,7486.71,7400.36,7422.62,1470000
2018-04-03,7422.62,7444.89,7387.03,7409.25,1480000
2018-04-04,7409.25,7431.48,7357.74,7379.88,1490000
2018-04-05,7379.88,7402.02,7312.67,7334.67,1000000
2018-04-06,7334.67,7356.67,7295.59,7317.54,1010000
2018-04-09,7317.54,7339.50,7262.82,7284.68,1020000
2018-04-10,7284.68,7306.53,7257.78,7279.62,1030000
2018-04-11,7279.62,7301.45,7237.12,7258.89,1040000
2018-04-12,7258.89,7280.67,7200.97,7222.64,1050000
2018-04-13,7222.64,7244.30,7192.39,7214.03,1060000
2018-04-16,7214.03,7235.67,7168.41,7189.98,1070000
2018-04-17,7189.98,7211.55,7129.16,7150.61,1080000
2018-04-18,7150.61,7172.06,7117.30,7138.72,1090000
2018-04-19,7138.72,7160.13,7090.26,7111.60,1100000
2018-04-20,7111.60,7132.93,7048.21,7069.42,1110000
2018-04-23,7069.42,7090.63,7033.33,7054.50,1120000
2018-04-24,7054.50,7075.66,7003.53,7024.60,1130000
2018-04-25,7024.60,7045.68,6958.98,6979.92,1140000
2018-04-26,6979.92,7000.86,6941.35,6962.24,1150000
2018-04-27,6962.24,6983.12,6909.07,6929.86,1160000
2018-04-30,6929.86,6950.64,6862.32,6882.96,1170000
2018-05-01,6882.96,6903.61,6842.22,6862.80,1180000
2018-05-02,6862.80,6883.39,6807.74,6828.22,1190000
2018-05-03,6828.22,6848.71,6799.60,6820.06,1200000
2018-05-04,6820.06,6840.52,6777.17,6797.56,1210000
2018-05-07,6797.56,6817.96,6740.57,6760.86,1220000
2018-05-08,6760.86,6781.14,6730.14,6750.39,1230000
2018-05-09,6750.39,6770.64,6705.62,6725.80,1240000
2018-05-10,6725.80,6745.98,6667.17,6687.23,1250000
2018-05-11,6687.23,6707.29,6654.67,6674.70,1260000
2018-05-14,6674.70,6694.72,6628.32,6648.26,1270000
2018-05-15,6648.26,6668.21,6588.26,6608.08,1280000
2018-05-16,6608.08,6627.90,6573.93,6593.71,1290000
2018-05-17,6593.71,6613.49,6545.98,6565.68,1300000
2018-05-18,6565.68,6585.37,6504.56,6524.14,1310000
2018-05-21,6524.14,6543.71,6488.64,6508.16,1320000
2018-05-22,6508.16,6527.68,6459.32,6478.76,1330000
2018-05-23,6478.76,6498.19,6416.79,6436.10,1340000
2018-05-24,6436.10,6455.41,6399.48,6418.74,1350000
2018-05-25,6418.74,6437.99,6369.03,6388.19,1360000
2018-05-28,6388.19,6407.36,6363.51,6382.65,1370000
2018-05-29,6382.65,6401.80,6344.91,6364.00,1380000
2018-05-30,6364.00,6383.09,6313.34,6332.34,1390000
2018-05-31,6332.34,6351.34,6306.55,6325.53,1400000
2018-06-01,6325.53,6344.51,6286.86,6305.78,1410000
2018-06-04,6305.78,6324.69,6254.37,6273.19,1420000
2018-06-05,6273.19,6292.01,6246.48,6265.28,1430000
2018-06-06,6265.28,6284.07,6225.86,6244.60,1440000
2018-06-07,6244.60,6263.33,6192.63,6211.26,1450000
2018-06-08,6211.26,6229.89,6183.81,6202.42,1460000
2018-06-11,6202.42,6221.02,6162.43,6180.97,1470000
2018-06-12,6180.97,6199.52,6128.61,6147.05,1480000
2018-06-13,6147.05,6165.49,6119.01,6137.42,1490000
2018-06-14,6137.42,6155.84,6097.03,6115.37,1000000
